Longitude,Latitude,Plot,TFamily,Parent1,Parent2,Line,Genotype,Rep,SC,SC_logT,SC_sqrtT,DT,DT_logT,DT_sqrtT,DPS,DPS_logT,DPS_sqrtT,15NT1,15NT1_logT,15NT1_sqrtT,15NT2,15NT2_logT,15NT2_sqrtT,15NT3,15NT3_logT,15NT3_sqrtT,AR,AR_logT,AR_sqrtT,PDM,PDM_logT,PDM_sqrtT,PTN_percent,PTN_percent_logT,PTN_percent_sqrtT,PTN,PTN_logT,PTN_sqrtT,GDM,GDM_logT,GDM_sqrtT,GTN_percent,GTN_percent_logT,GTN_percent_sqrtT,GTN,GTN_logT,GTN_sqrtT
43,12,43.12,TC,T,C,C 05,22_06:486591,2,11,1.079181246,3.391164992,128,2.11058971,11.33578405,135,2.133538908,11.64044673,NA,NA,NA,100.95,2.00838723,10.07223908,95.68,1.985336642,9.807140256,8,0.954242509,2.915475947,284.33,2.455347436,16.8769073,1.26,0.354108439,1.326649916,3.582558,0.66110797,2.020534088,5.9,0.838849091,2.529822128,2.22,0.507855872,1.64924225,0.13098,0.053454925,0.794342495
24,2,24.02,TC,T,C,C 06,24_02a:486594,1,2,0.477121255,1.58113883,135,2.133538908,11.64044673,135,2.133538908,11.64044673,NA,NA,NA,NA,NA,NA,87.04,1.944680034,9.356281313,5.5,0.812913357,2.449489743,189.5,2.27989498,13.78404875,1.81,0.44870632,1.519868415,3.42995,0.646398824,1.982410149,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,7,43.07,TC,T,C,C 06,24_02a:486594,2,3,0.602059991,1.870828693,122,2.089905111,11.06797181,135,2.133538908,11.64044673,NA,NA,NA,74.2,1.876217841,8.642916175,75.57,1.884058647,8.721811738,6.5,0.875061263,2.645751311,541.5,2.734399743,23.28089345,1.49,0.396199347,1.410673598,8.06835,0.957528274,2.927174405,0.2,0.079181246,0.836660027,2.43,0.53529412,1.711724277,0.00486,0.002105559,0.71053501
19,2,19.02,TC,T,C,C 07,NA,1,0,0,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,9,40.09,TC,T,C,C 07,NA,2,0,0,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,4,21.04,TC,T,C,C 08,21_04:486584,1,4,0.698970004,2.121320344,135,2.133538908,11.64044673,135,2.133538908,11.64044673,NA,NA,NA,NA,NA,NA,112.6,2.055378331,10.63484838,6.33,0.865103975,2.613426869,220.33,2.345040284,14.86034993,1.74,0.437750563,1.496662955,3.833742,0.684283466,2.081764156,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,8,39.08,TC,T,C,C 08,21_04:486584,2,0,0,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2,22.02,TC,T,C,C 10,22_02:486588,1,4,0.698970004,2.121320344,135,2.133538908,11.64044673,135,2.133538908,11.64044673,172.55,2.239424618,13.15484702,NA,NA,NA,113.6,2.059184618,10.68176015,8,0.954242509,2.915475947,208.75,2.32170197,14.46547614,1.53,0.403120521,1.424780685,3.193875,0.622615482,1.921945629,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,10,40.1,TC,T,C,C 10,22_02:486588,2,5,0.77815125,2.34520788,128,2.11058971,11.33578405,135,2.133538908,11.64044673,118.17,2.076166939,10.89357609,104.58,2.023581658,10.25085362,70.04,1.851502953,8.398809439,9,1,3.082207001,318,2.503790683,17.8465683,NA,NA,NA,NA,NA,NA,2.6,0.556302501,1.760681686,2.44,0.536558443,1.71464282,0.06344,0.026712992,0.750626405
19,1,19.01,TC,T,C,C 11,NA,1,0,0,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,9,39.09,TC,T,C,C 11,NA,2,0,0,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,3,24.03,TC,T,C,C 12,NA,1,1,0.301029996,1.224744871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,11,41.11,TC,T,C,C 12,NA,2,1,0.301029996,1.224744871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,6,19.06,TC,T,C,C 13,19_06:486577,1,1,0.301029996,1.224744871,142,2.155336037,11.93733639,142,2.155336037,11.93733639,NA,NA,NA,NA,NA,NA,71.06,1.857694258,8.459314393,7,0.903089987,2.738612788,190,2.281033367,13.80217374,1.4,0.380211242,1.378404875,2.66,0.563481085,1.777638883,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,11,42.11,TC,T,C,C 13,19_06:486577,2,1,0.301029996,1.224744871,135,2.133538908,11.64044673,142,2.155336037,11.93733639,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.903089987,2.738612788,164,2.217483944,12.82575534,1.45,0.389166084,1.396424004,2.378,0.528659645,1.696466917,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,5,23.05,TC,T,C,C 15,NA,1,2,0.477121255,1.58113883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,8,41.08,TC,T,C,C 15,NA,2,1,0.301029996,1.224744871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,6,18.06,TC,T,C,C 16,NA,1,1,0.301029996,1.224744871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,9,43.09,TC,T,C,C 16,NA,2,3,0.602059991,1.870828693,128,2.11058971,11.33578405,135,2.133538908,11.64044673,NA,NA,NA,97.42,1.993083361,9.895453501,87.37,1.946304855,9.373899935,8,0.954242509,2.915475947,239.67,2.381421958,15.49741914,1.36,0.372912003,1.36381817,3.259512,0.629359846,1.938946105,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,4,23.04,TC,T,C,C 17,NA,1,0,0,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,10,42.1,TC,T,C,C 17,NA,2,0,0,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2,20.02,TC,T,C,C 18,20_02a:486579,1,2,0.477121255,1.58113883,149,2.176091259,12.22701926,149,2.176091259,12.22701926,79.64,1.906550519,8.952094727,93.38,1.974879973,9.689169211,102.6,2.015359755,10.15381702,10,1.041392685,3.240370349,229,2.361727836,15.14925741,1.63,0.419955748,1.459451952,3.7327,0.675108976,2.057352668,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,12,39.12,TC,T,C,C 18,20_02a:486579,2,0,0,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,4,20.04,TC,T,C,C 19,20_04:486581,1,8,0.954242509,2.915475947,128,2.11058971,11.33578405,135,2.133538908,11.64044673,140.52,2.15081782,11.87518421,NA,NA,NA,104.84,2.024649831,10.26352766,7.33,0.920645001,2.798213716,174,2.243038049,13.20984481,1.61,0.416640507,1.452583905,2.8014,0.57994357,1.816975509,2.1,0.491361694,1.61245155,2.22,0.507855872,1.64924225,0.04662,0.019789029,0.739337541
38,12,38.12,TC,T,C,C 19,20_04:486581,2,3,0.602059991,1.870828693,114,2.06069784,10.70046728,114,2.06069784,10.70046728,106.68,2.032135047,10.35277741,87.68,1.947825684,9.390420651,66.9,1.831869774,8.209750301,7.5,0.929418926,2.828427125,232,2.367355921,15.24795068,1.51,0.399673721,1.417744688,3.5032,0.653521236,2.00079984,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,3,20.03,TC,T,C,C 21,20_03:486580,1,2,0.477121255,1.58113883,142,2.155336037,11.93733639,149,2.176091259,12.22701926,NA,NA,NA,NA,NA,NA,72.95,1.868938178,8.570297544,12,1.113943352,3.535533906,199.5,2.302114377,14.14213562,1.76,0.440909082,1.503329638,3.5112,0.654292082,2.002798043,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,10,41.1,TC,T,C,C 21,20_03:486580,2,1,0.301029996,1.224744871,122,2.089905111,11.06797181,135,2.133538908,11.64044673,117.16,2.072470482,10.84711943,93.06,1.973404974,9.672641831,67.85,1.837903945,8.267405881,9,1,3.082207001,273,2.437750563,16.53783541,1.79,0.445604203,1.513274595,4.8867,0.769871904,2.320926539,7.4,0.924279286,2.810693865,1.92,0.465382851,1.555634919,0.14208,0.057696526,0.801298945
21,3,21.03,TC,T,C,C 22,NA,1,0,0,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,10,43.1,TC,T,C,C 22,NA,2,0,0,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.61,1.922258223,9.116468615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2,21.02,TC,T,C,C 23,21_02a:486583,1,2,0.477121255,1.58113883,142,2.155336037,11.93733639,142,2.155336037,11.93733639,NA,NA,NA,NA,NA,NA,144.31,2.162295503,12.03370267,3,0.602059991,1.870828693,129.75,2.116441698,11.41271221,1.78,0.444044796,1.509966887,2.30955,0.519768947,1.676171232,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,7,41.07,TC,T,C,C 23,21_02a:486583,2,0,0,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2,23.02,TC,T,C,C 24,NA,1,2,0.477121255,1.58113883,NA,NA,NA,NA,NA,NA,144.8,2.163757524,12.05404496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,7,42.07,TC,T,C,C 24,NA,2,3,0.602059991,1.870828693,122,2.089905111,11.06797181,135,2.133538908,11.64044673,95.75,1.985650974,9.810708435,100.79,2.007705114,10.06429332,63.07,1.806654724,7.973079706,7,0.903089987,2.738612788,155,2.193124598,12.46996391,1.69,0.42975228,1.479864859,2.6195,0.558648581,1.766210633,0.4,0.146128036,0.948683298,2.26,0.5132176,1.661324773,0.00904,0.003908383,0.713470392
22,1,22.01,TC,T,C,C 25,22_01:486587,1,4,0.698970004,2.121320344,149,2.176091259,12.22701926,149,2.176091259,12.22701926,73.12,1.869935411,8.580209788,115.14,2.064981822,10.75360405,91.74,1.967267092,9.604165763,4,0.698970004,2.121320344,111.5,2.051152522,10.58300524,2.21,0.506505032,1.646207763,2.46415,0.539596689,1.7216707,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,10,38.1,TC,T,C,C 25,22_01:486587,2,5,0.77815125,2.34520788,128,2.11058971,11.33578405,135,2.133538908,11.64044673,76.38,1.888628725,8.768124087,89.15,1.954965731,9.468368392,82.37,1.921009801,9.103296106,3,0.602059991,1.870828693,166.67,2.224455364,12.92942381,1.43,0.385606274,1.389244399,2.383381,0.529350906,1.698052119,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,4,22.04,TC,T,C,C 26,22_04:486590,1,3,0.602059991,1.870828693,128,2.11058971,11.33578405,135,2.133538908,11.64044673,143.33,2.159356612,11.99291457,122.61,2.092053606,11.09549458,120.72,2.085361944,11.00999546,10,1.041392685,3.240370349,275,2.440909082,16.59819267,1.66,0.424881637,1.469693846,4.565,0.745465169,2.250555487,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,8,42.08,TC,T,C,C 26,22_04:486590,2,3,0.602059991,1.870828693,NA,NA,NA,NA,NA,NA,104.97,2.025182934,10.26985881,NA,NA,NA,68.11,1.839540893,8.283115356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1,24.01,TC,T,C,C 28,NA,1,0,0,0.707106781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,9,42.09,TC,T,C,C 28,NA,2,2,0.477121255,1.58113883,135,2.133538908,11.64044673,135,2.133538908,11.64044673,121.15,2.086893471,11.02950588,104.1,2.021602716,10.22741414,45.92,1.671358003,6.813222439,13,1.146128036,3.674234614,406,2.609594409,20.16184515,1.61,0.416640507,1.452583905,6.5366,0.877175466,2.652659043,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,6,20.06,TC,T,C,C 29,20_06:486582,1,8,0.954242509,2.915475947,142,2.155336037,11.93733639,149,2.176091259,12.22701926,129.24,2.114744388,11.39034679,129.28,2.11487775,11.39210253,120.06,2.08300067,10.97998179,12.67,1.135768515,3.629049462,222.67,2.349607738,14.93887546,1.45,0.389166084,1.396424004,3.228715,0.626208416,1.930988089,0.8,0.255272505,1.140175425,2.64,0.561101384,1.772004515,0.02112,0.009076783,0.721886418
44,10,44.1,TC,T,C,C 29,20_06:486582,2,5,0.77815125,2.34520788,135,2.133538908,11.64044673,135,2.133538908,11.64044673,NA,NA,NA,127.9,2.110252917,11.33137238,84.16,1.930235653,9.201086892,8.67,0.985426474,3.028200786,198.67,2.300312818,14.11276018,1.55,0.40654018,1.431782106,3.079385,0.610594695,1.891926267,0.3,0.113943352,0.894427191,2.69,0.567026366,1.78605711,0.00807,0.00349069,0.712790292
19,5,19.05,TC,T,C,C 30,19_05:486576,1,6,0.84509804,2.549509757,142,2.155336037,11.93733639,142,2.155336037,11.93733639,135.75,2.135927335,11.67261753,116.42,2.069742076,10.81295519,98.11,1.996117476,9.930256794,7,0.903089987,2.738612788,235.67,2.374143211,15.36782353,1.31,0.36361198,1.345362405,3.087277,0.611434071,1.894010824,0.5,0.176091259,1,2.74,0.572871602,1.8,0.0137,0.005909446,0.716728679
40,8,40.08,TC,T,C,C 30,19_05:486576,2,7,0.903089987,2.738612788,142,2.155336037,11.93733639,142,2.155336037,11.93733639,125.73,2.102879435,11.2352125,115.78,2.067368471,10.78332045,72.72,1.867585327,8.556868586,7.33,0.920645001,2.798213716,249.67,2.399102361,15.81676326,1.32,0.365487985,1.349073756,3.295644,0.633028282,1.948241258,3.2,0.62324929,1.923538406,2.22,0.507855872,1.64924225,0.07104,0.029805691,0.755671886
20,1,20.01,TC,T,C,C 33,20_01:486578,1,5,0.77815125,2.34520788,NA,NA,NA,NA,NA,NA,114.58,2.06288269,10.72753467,NA,NA,NA,113.87,2.060206621,10.69439105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,11,38.11,TC,T,C,C 33,20_01:486578,2,10,1.041392685,3.240370349,135,2.133538908,11.64044673,135,2.133538908,11.64044673,118.72,2.078166708,10.91879114,107.82,2.036708722,10.40768947,90.78,1.962748053,9.55405673,2.5,0.544068044,1.732050808,101,2.008600172,10.07472084,1.25,0.352182518,1.322875656,1.2625,0.354588588,1.327591805,0.9,0.278753601,1.183215957,1.96,0.471291711,1.568438714,0.01764,0.007594169,0.719472029
23,1,23.01,TC,T,C,C 34,23_01:486592,1,5,0.77815125,2.34520788,128,2.11058971,11.33578405,128,2.11058971,11.33578405,125.95,2.103632705,11.24499889,107.02,2.033504173,10.36918512,91.76,1.96736074,9.605206921,6,0.84509804,2.549509757,190,2.281033367,13.80217374,1.52,0.401400541,1.42126704,2.888,0.589726256,1.840652058,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,12,40.12,TC,T,C,C 34,23_01:486592,2,8,0.954242509,2.915475947,114,2.06069784,10.70046728,114,2.06069784,10.70046728,122.16,2.09046968,11.07519752,94.91,1.981863891,9.767804257,65.6,1.823474229,8.13019065,6,0.84509804,2.549509757,251.5,2.402261382,15.87450787,1.59,0.413299764,1.445683229,3.99885,0.698870105,2.121049269,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,5,21.05,TC,T,C,C 35,21_05:486585,1,11,1.079181246,3.391164992,142,2.155336037,11.93733639,149,2.176091259,12.22701926,138.65,2.14504094,11.79618582,123.46,2.095029797,11.13373253,126.33,2.104930739,11.26188261,8,0.954242509,2.915475947,117.17,2.072507236,10.84758038,1.67,0.426511261,1.473091986,1.956739,0.47081299,1.567398801,0.8,0.255272505,1.140175425,2.64,0.561101384,1.772004515,0.02112,0.009076783,0.721886418
43,11,43.11,TC,T,C,C 35,21_05:486585,2,7,0.903089987,2.738612788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.99,1.982225992,9.771898485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,9,13.09,TD,T,D,D 01,26_04:486604,2,5,0.77815125,2.34520788,85,1.934498451,9.246621004,85,1.934498451,9.246621004,134.22,2.131040932,11.6068945,100.45,2.006252051,10.04738772,98.17,1.996380313,9.933277405,3.67,0.669316881,2.042057786,330.17,2.520050988,18.18433392,1.46,0.390935107,1.4,4.820482,0.764958951,2.306617003,23.4,1.387389826,4.888762625,1.97,0.472756449,1.571623365,0.46098,0.164644271,0.980295874
26,4,26.04,TD,T,D,D 01,26_04:486604,1,6,0.84509804,2.549509757,73,1.86923172,8.5732141,80,1.908485019,8.972179222,121.35,2.087603974,11.03856875,106.18,2.030113753,10.32860107,87.76,1.948217294,9.394679345,3.67,0.669316881,2.042057786,129.67,2.116175891,11.40920681,1.97,0.472756449,1.571623365,2.554499,0.550778396,1.747712505,18,1.278753601,4.301162634,2.115,0.493458051,1.617096163,0.3807,0.140099325,0.938456179
19,7,19.07,TD,T,D,D 02,44_02:486692,2,10,1.041392685,3.240370349,80,1.908485019,8.972179222,80,1.908485019,8.972179222,130.48,2.118859695,11.4446494,110.97,2.049101678,10.5579354,103.99,2.021147936,10.22203502,1,0.301029996,1.224744871,216.83,2.338117691,14.74211654,1.13,0.328379603,1.276714533,2.450179,0.537841627,1.717608512,52.3,1.726727209,7.26636085,1.76,0.440909082,1.503329638,0.92048,0.283409789,1.191838915
44,2,44.02,TD,T,D,D 02,44_02:486692,1,13,1.146128036,3.674234614,73,1.86923172,8.5732141,80,1.908485019,8.972179222,NA,NA,NA,107.49,2.035389709,10.39182371,96.34,1.988291342,9.84073168,1.33,0.367355921,1.352774926,191.5,2.284430734,13.85640646,1.06,0.31386722,1.2489996,2.0299,0.481428295,1.590565937,66.9,1.831869774,8.209750301,1.92,0.465382851,1.555634919,1.28448,0.35878736,1.335844302
3,7,3.07,TD,T,D,D 03,29_01:486616,2,10,1.041392685,3.240370349,80,1.908485019,8.972179222,80,1.908485019,8.972179222,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33,0.726727209,2.197726098,238.17,2.378706704,15.44894818,1.51,0.399673721,1.417744688,3.596367,0.662414698,2.023948369,5.6,0.819543936,2.469817807,2.44,0.536558443,1.71464282,0.13664,0.055622935,0.797897236
29,1,29.01,TD,T,D,D 03,29_01:486616,1,14,1.176091259,3.807886553,73,1.86923172,8.5732141,80,1.908485019,8.972179222,149.3,2.176958981,12.23928102,129.07,2.11417714,11.38288188,115.42,2.066027595,10.76661507,2.67,0.564666064,1.780449381,169.67,2.232157188,13.04492238,1.42,0.383815366,1.385640646,2.409314,0.532667002,1.705671129,4.1,0.707570176,2.144761059,2.21,0.506505032,1.646207763,0.09061,0.037669475,0.768511548
26,9,26.09,TD,T,D,D 04,39_02:486667,2,11,1.079181246,3.391164992,85,1.934498451,9.246621004,92,1.968482949,9.617692031,81.37,1.915769066,9.048204242,71.34,1.859378504,8.47584804,75.82,1.885474303,8.736131867,4.33,0.726727209,2.197726098,240,2.382017043,15.50806242,1.36,0.372912003,1.36381817,3.264,0.629817196,1.94010309,10.9,1.075546961,3.376388603,2.32,0.521138084,1.679285562,0.25288,0.097909477,0.867686579
39,2,39.02,TD,T,D,D 04,39_02:486667,1,9,1,3.082207001,85,1.934498451,9.246621004,85,1.934498451,9.246621004,103.85,2.020568435,10.21518478,112.6,2.055378331,10.63484838,77.06,1.892428547,8.806815543,4,0.698970004,2.121320344,303,2.482873584,17.42125139,1,0.301029996,1.224744871,3.03,0.605305046,1.878829423,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,12,5.12,TD,T,D,D 05,29_05:486617,2,14,1.176091259,3.807886553,85,1.934498451,9.246621004,85,1.934498451,9.246621004,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67,0.753583059,2.2737634,208.17,2.320499396,14.4454145,1.31,0.36361198,1.345362405,2.727027,0.571362539,1.796392774,15.1,1.206825876,3.949683532,2.56,0.551449998,1.749285568,0.38656,0.141938667,0.941573152
29,5,29.05,TD,T,D,D 05,29_05:486617,1,13,1.146128036,3.674234614,80,1.908485019,8.972179222,80,1.908485019,8.972179222,112.19,2.05380806,10.61555463,103.05,2.017242085,10.17595204,96.2,1.987666265,9.833615815,2,0.477121255,1.58113883,181,2.260071388,13.47219359,1.57,0.409933123,1.438749457,2.8417,0.584523448,1.828031728,10.7,1.068185862,3.346640106,2.86,0.586587305,1.833030278,0.30602,0.115949828,0.897786166
23,12,23.12,TD,T,D,D 06,45_02:486697,2,9,1,3.082207001,80,1.908485019,8.972179222,80,1.908485019,8.972179222,96.63,1.989583289,9.855455342,109.17,2.042063349,10.47234453,99.34,2.001474097,9.991996797,4,0.698970004,2.121320344,200.83,2.30498572,14.18908031,0.89,0.276461804,1.178982612,1.787387,0.44519727,1.512410989,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,2,45.02,TD,T,D,D 06,45_02:486697,1,10,1.041392685,3.240370349,73,1.86923172,8.5732141,80,1.908485019,8.972179222,NA,NA,NA,139.43,2.147459896,11.82920116,94.15,1.978408793,9.728823156,3.67,0.669316881,2.042057786,162.83,2.214393431,12.7800626,1.19,0.340444115,1.3,1.937677,0.468004043,1.561306184,16.7,1.247973266,4.147288271,1.95,0.469822016,1.565247584,0.32565,0.122428876,0.908652849
14,8,14.08,TD,T,D,D 07,28_02:486612,2,8,0.954242509,2.915475947,85,1.934498451,9.246621004,85,1.934498451,9.246621004,123.33,2.094575934,11.12789288,109.32,2.042654253,10.47950381,64.87,1.818687663,8.085171612,2.67,0.564666064,1.780449381,254.83,2.407951471,15.97904878,0.9,0.278753601,1.183215957,2.29347,0.517653712,1.671367703,28,1.462397998,5.338539126,1.82,0.450249108,1.523154621,0.5096,0.178861887,1.004788535
28,2,28.02,TD,T,D,D 07,28_02:486612,1,7,0.903089987,2.738612788,85,1.934498451,9.246621004,85,1.934498451,9.246621004,80.03,1.908645839,8.973850901,88.69,1.952744024,9.444045743,71.17,1.858356705,8.465813605,1.67,0.426511261,1.473091986,140.83,2.151768103,11.88822947,1.7,0.431363764,1.483239697,2.39411,0.530725913,1.701208394,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,10,24.1,TD,T,D,D 08,36_02:486650,2,15,1.204119983,3.937003937,73,1.86923172,8.5732141,80,1.908485019,8.972179222,88.13,1.950023907,9.414350748,79.68,1.90676589,8.954328562,64.59,1.816837631,8.067837381,0.67,0.222716471,1.081665383,142.5,2.156851901,11.95826074,0.98,0.29666519,1.216552506,1.3965,0.379577433,1.377134707,68.3,1.840733235,8.294576541,1.93,0.46686762,1.558845727,1.31819,0.365149028,1.348402759
36,2,36.02,TD,T,D,D 08,36_02:486650,1,13,1.146128036,3.674234614,73,1.86923172,8.5732141,80,1.908485019,8.972179222,41.77,1.63113925,6.50153828,45.14,1.66407759,6.755738302,42.75,1.640978057,6.576473219,0,0,0.707106781,145,2.164352856,12.06233808,1.44,0.387389826,1.392838828,2.088,0.489677292,1.608726204,35,1.556302501,5.958187644,2.12,0.494154594,1.618641406,0.742,0.241048151,1.114450537
23,8,23.08,TD,T,D,D 09,44_01:486691,2,12,1.113943352,3.535533906,80,1.908485019,8.972179222,80,1.908485019,8.972179222,120,2.08278537,10.9772492,114.5,2.062581984,10.72380529,119.06,2.079398339,10.93434955,3.33,0.636487896,1.957038579,190.83,2.282916527,13.83220879,1.09,0.320146286,1.260952021,2.080047,0.488557344,1.606252471,12.3,1.123851641,3.577708764,2.06,0.485721426,1.6,0.25338,0.09808276,0.867974654
44,1,44.01,TD,T,D,D 09,44_01:486691,1,15,1.204119983,3.937003937,80,1.908485019,8.972179222,80,1.908485019,8.972179222,NA,NA,NA,64.14,1.813847754,8.039900497,52.84,1.731105051,7.303423855,1.67,0.426511261,1.473091986,176,2.247973266,13.28533026,1.27,0.356025857,1.33041347,2.2352,0.509901134,1.653844007,72.3,1.865103975,8.532291603,1.92,0.465382851,1.555634919,1.38816,0.37806342,1.374103344
17,12,17.12,TD,T,D,D 10,39_03:486668,2,9,1,3.082207001,85,1.934498451,9.246621004,92,1.968482949,9.617692031,71.86,1.862489167,8.506468127,83,1.924279286,9.137833441,76,1.886490725,8.746427842,2,0.477121255,1.58113883,230.83,2.365169635,15.20953648,0.92,0.283301229,1.191637529,2.123636,0.494660419,1.61976418,8.2,0.963787827,2.949576241,1.95,0.469822016,1.565247584,0.1599,0.064420548,0.812342292
39,3,39.03,TD,T,D,D 10,39_03:486668,1,13,1.146128036,3.674234614,85,1.934498451,9.246621004,85,1.934498451,9.246621004,105.37,2.026819159,10.28931485,81.5,1.916453949,9.055385138,83.13,1.924950889,9.144943958,2.33,0.522444234,1.682260384,161.83,2.211734423,12.74087909,1.15,0.33243846,1.284523258,1.861045,0.456524689,1.53656923,13.5,1.161368002,3.741657387,2.18,0.50242712,1.637070554,0.2943,0.112034951,0.891235098
